강의구분,수강학년,과목코드,과목명,교수명,수업시간,학점,,,수강인원,수강정원,강의평점
교양선택,전학년,0922047-03,패션과 라이프,"한현숙, 한현정","월02 ,03 ,04 [N14-105(56-105)]",3,,,0,100,0
교양선택,전학년,0922012-04,일상생활의심리학,김종대,"수02 ,03 ,04 [N15-245(57-245)]",3,,,36,90,3.68
교양선택,전학년,0922026-04,결혼과가족,유지아,"수02 ,03 ,04 [S21-4-246(92-246)]",3,,,70,110,4.53
교양선택,전학년,0922027-04,신용관리와 소비생활,박영미,"수02 ,03 ,04 [N13-121(59-121)]",3,,,90,100,4.61
교양선택,전학년,0922047-04,패션과 라이프,이유진,"목06 ,07 ,08 [N20-1-115(62-115)]",3,,,75,126,0
교양선택,전학년,0922012-05,일상생활의심리학,김종대,"수05 ,06 ,07 [N15-242(57-242)]",3,,,1,70,3.68
교양선택,전학년,0922027-05,신용관리와 소비생활,박영미,"수06 ,07 ,08 [N20-1-115(62-115)]",3,,,94,100,4.54
교양선택,전학년,0922027-06,신용관리와 소비생활,최홍철,"화02 ,03 ,04 [N14-204(56-204)]",3,,,102,100,4.84
교양선택,전학년,0922027-07,신용관리와 소비생활,한지형,"화06 ,07 ,08 [N14-104(56-104)]",3,,,1,100,3
교양선택,전학년,0922027-08,신용관리와 소비생활,김태은,"금02 ,03 ,04 [N20-1-115(62-115)]",3,,,98,100,4.78
교양선택,전학년,0922027-09,신용관리와 소비생활,김태은,"금06 ,07 ,08 [N20-1-115(62-115)]",3,,,92,100,4.78
교양선택,전학년,0923001-01,지구와환경,정원석,"화01 ,02 ,03 [S1-4-111(43-111)]",3,,,105,100,4.72
교양선택,전학년,0923003-01,물질세계의이해,양도현,"월01 ,02 ,03 [S1-2-202(41-202)]",3,,,0,50,0
교양선택,전학년,0923004-01,도시와건축,안대환,"화05 ,06 ,07 [E8-2-101(45-101)]",3,,,0,80,0
교양선택,전학년,0923005-01,식품과영양,현태선,"월02 ,03 ,04 [N20-1-115(62-115)]",3,,,37,80,3
교양선택,전학년,0923006-01,우주로의여행,김용기,"토01 ,02 ,03 [가상강의실1]",3,,,100,100,4.43
교양선택,전학년,0923008-01,알기 쉬운 우리 몸의 기능,"김영철, 김진하, 김찬형, 배기수, 최웅","목02 ,03 ,04 [N14-105(56-105)]",3,,,137,150,4.13
교양선택,전학년,0923010-01,인간과 생명,김상준,"화02 ,03 ,04 [S1-4-208(43-208)]",3,,,28,40,0
교양선택,전학년,0923011-01,4차산업/직업과 인체 뇌 기능의 생활 응용 융합 강좌,"김영철, 김진하, 김찬형, 정우현, 최웅","화02 ,03 ,04 [N14-104(56-104)]",3,,,3,100,4.64
교양선택,전학년,0923012-01,자연과 행복,연평식,"월06 ,07 ,08 [S21-4-246(92-246)]",3,,,2,80,2.33
교양선택,전학년,0923028-01,에너지와환경,김가현,"월06 ,07 ,08 [S1-4-111(43-111)]",3,,,71,80,4.83
교양선택,전학년,0923029-01,"숲으로 떠나는 건강여행, 산림치유",신원섭,"월10 ,11 ,12 [가상강의실2]",3,,,40,50,4.12
교양선택,전학년,0923032-01,자연과학의 융합적 이해,정진수,"화07 목02 ,03 [S1-4-111(43-111)]",3,,,6,315,0
교양선택,전학년,0923034-01,한국 지형 여행,김종연,목00 금00 토00 [가상강의실1],3,,,145,50,5
교양선택,전학년,0923037-01,아두이노 코딩 메이커 기초,조정호,"화08 ,09 ,10 [E8-8-206(51-206)]",3,,,22,40,0
교양선택,전학년,0923001-02,지구와환경,우주환,"화07 ,08 목07 [S1-3-203(42-203)]",3,,,1,60,4
교양선택,전학년,0923004-02,도시와건축,박상희,"목05 ,06 ,07 [E8-2-101(45-101)]",3,,,73,80,3.23
교양선택,전학년,0923005-02,식품과영양,김명숙,"수02 ,03 ,04 [N18-112(64-112)]",3,,,56,80,3.89
교양선택,전학년,0923005-03,식품과영양,장은경,"목05 ,06 ,07 [N18-110]",3,,,1,80,3.41
교양선택,전학년,0923005-04,식품과영양,김명숙,"목02 ,03 ,04 [N18-112(64-112)]",3,,,61,80,3.89
전공필수,2학년,4625001-01,지식재산권 개론,임광섭,"화06 ,07 ,08 [N14-405(56-405)]",3,,,23,60,5
전공필수,2학년,4625002-01,창의적 사고와 특허,민정임,"월06 ,07 ,08 [N14-405(56-405)]",3,,,10,60,4.33
전공필수,3학년,4625008-01,저작권 및 상표의 이해,임광섭,"수01 ,02 ,03 [N14-405(56-405)]",3,,,20,60,0
교양선택,전학년,0922043-01,근현대의 역사와 인물,이성우,"목01 ,02 ,03 [N15-171(57-171)]",3,,,98,100,4.86
교양선택,전학년,0922059-01,한자와 캘리그라피,봉인영,"화07 ,08 ,09 [N16-1-258(58-258)]",3,,,31,40,0
교양선택,전학년,0934008-01,축구의이론과실기,김상필,"금05 ,06 ,07 [N13-404(59-404)]",2,,,18,40,4
교양선택,전학년,0934009-01,농구의이론과실기,임용석,"화07 ,08 ,09 [N14-206(56-206)]",2,,,18,40,5
교양선택,전학년,0934010-01,테니스의이론과실기,김규석,"월05 ,06 ,07 [N13-404(59-404)]",2,,,17,40,4.25
교양선택,전학년,0934011-01,탁구의이론과실기,김세형,"금05 ,06 ,07 [N18-112(64-112)]",2,,,32,40,4.3
교양선택,전학년,0934012-01,배드민턴의이론과실기,이광진,"목07 ,08 ,09 [N13-401(59-401)]",2,,,33,40,5
교양선택,전학년,0934013-01,수영의이론과실기,김광명,"금05 ,06 ,07 [N14-206(56-206)]",2,,,26,37,4.38
교양선택,전학년,0934014-01,볼링의이론과실기,옥광,"수05 ,06 ,07 [N13-404(59-404)]",2,,,19,40,5
교양선택,전학년,0934017-01,생활속의호신술,최명,"화05 ,06 ,07 [N7-407]",2,,,33,40,4.69
교양선택,전학년,0934018-01,스쿼시의이론과실기,김현주,"목05 ,06 ,07 [N16-1-226(58-226)]",2,,,33,40,5
교양선택,전학년,0934019-01,골프스윙의 ABC,최종환,"화05 ,06 ,07 [N18-110]",2,,,0,35,0
교양선택,전학년,0934020-01,요가와 필라테스,엄석주,"월05 ,06 ,07 [N13-502(59-502)]",2,,,40,40,0
교양선택,전학년,0934011-02,탁구의이론과실기,박해원,"수05 ,06 ,07 [N13-401(59-401)]",2,,,14,40,4.67
교양선택,전학년,0934014-02,볼링의이론과실기,송주호,"화05 ,06 ,07 [N13-303(59-303)]",2,,,18,40,5
교양선택,전학년,0934014-03,볼링의이론과실기,송주호,"목05 ,06 ,07 [N13-404(59-404)]",2,,,0,40,5
교양선택,전학년,0921036-01,동양 고전 이야기,서대원,"월07 ,08 ,09 [N14-106(56-106)]",3,,,22,54,2.25
교양선택,전학년,0921037-01,문화로 보는 생활사,조혁연,"수05 ,06 ,07 [N14-105(56-105)]",3,,,95,100,4.5
교양선택,전학년,0921038-01,한국 속의 세계문화유산,전진국,"화06 ,07 ,08 [N13-101(59-101)]",3,,,0,80,3.46
교양선택,전학년,0921037-02,문화로 보는 생활사,이승민,"목02 ,03 ,04 [N13-121(59-121)]",3,,,88,80,4.56
교양선택,전학년,0921038-02,한국 속의 세계문화유산,강민식,"월06 ,07 ,08 [N16-1-125(58-125)]",3,,,72,80,3.5
교양선택,전학년,0921037-03,문화로 보는 생활사,이승민,"목06 ,07 ,08 [N13-121(59-121)]",3,,,79,80,4.56
교양선택,전학년,0923036-01,융합 기초 동역학,,,3,,,0,0,0
교양선택,전학년,0932014-01,기초일본어,권동현,"화01 ,02 [N14-704(56-704)]",2,,,69,70,4.57
교양선택,전학년,0932015-01,영어청취력,김순배,"화01 ,02 ,03 [N16-1-226(58-226)]",3,,,18,50,4.08
교양선택,전학년,0932016-01,영어회화,존 데이비드 부코비치,"목01 ,02 ,03 [N15-242(57-242)]",3,,,34,70,3.91
교양선택,전학년,0932017-01,실용영문법,박인규,"월06 ,07 ,08 [N16-1-225(58-225)]",3,,,12,40,3.96
교양선택,전학년,0932018-01,토익 듣기와 읽기,심지영,"월01 ,02 ,03 [N13-101(59-101)]",3,,,38,100,3.77
교양선택,전학년,0932022-01,집중 TOPIK II,지주연,"금02 ,03 ,04 [N14-102(56-102)]",3,,,3,66,0
교양선택,전학년,0932024-01,충북지역문화와 동아시아 문화교류,이평수,"월07 ,08 ,09 [N14-204(56-204)]",3,,,94,100,5
교양선택,전학년,0933007-01,특강한국사,김의환,"목06 ,07 ,08 [N14-702(56-702)]",3,,,17,54,3
교양선택,전학년,0933008-01,생활 속의 창업아이디어,김도형,"목01 ,02 ,03 [E8-10-104(508-104)]",3,,,55,50,5
교양선택,전학년,0933011-01,창업옴니버스,김태준,"수08 ,09 [E9-105A(학연105A)]",2,,,193,200,5
교양선택,전학년,0933012-01,영화로 영어공부하기,피터 맥 고완,"화06 ,07 ,08 [N13-103(59-103)]",3,,,0,50,3.3
교양선택,전학년,0933015-01,품질혁신과 생활혁신,김성홍,"화08 ,09 ,10 [N13-303(59-303)]",3,,,0,50,0
교양선택,전학년,0933016-01,코칭파워리더십,최성호,"목06 ,07 [E3-213(38-213)]",2,,,70,100,4.33
교양선택,전학년,0933017-01,진로탐색과 진로설정 인문사회계열,손수미,"화10 ,11 [가상강의실1]",2,,,214,500,4.29
교양선택,전학년,0933018-01,진로탐색과 진로설정 자연과학공학계열,손수미,"수10 ,11 [가상강의실1]",2,,,195,500,4
교양선택,전학년,0933019-01,직업과 사회진출 인문사회계열,김정우,"목10 ,11 [가상강의실1]",2,,,135,500,4.4
교양선택,전학년,0933020-01,직업과 사회진출 자연과학공학계열,정지선,"금10 ,11 [가상강의실1]",2,,,141,500,5
교양선택,전학년,0932014-02,기초일본어,이주용,"월02 ,03 [N14-704(56-704)]",2,,,20,70,3.74
교양선택,전학년,0932018-02,토익 듣기와 읽기,심지영,"수01 ,02 ,03 [N13-101(59-101)]",3,,,32,100,3.79
교양선택,전학년,0933007-02,특강한국사,조혁연,"화05 ,06 ,07 [N16-1-127(58-127)]",3,,,28,100,3.76
교양선택,전학년,0932014-03,기초일본어,윤혜민,"금02 ,03 [N14-108(56-108)]",2,,,0,50,3.13
교양선택,전학년,0932018-03,토익 듣기와 읽기,윤봉이,"화01 ,02 ,03 [N14-102(56-102)]",3,,,61,66,3.73
교양선택,전학년,0932018-04,토익 듣기와 읽기,윤봉이,"수01 ,02 ,03 [N14-102(56-102)]",3,,,31,66,3.73
교양선택,전학년,0941006-01,일반물리학및실험 I,방준혁,"화01 ,02 [S1-1-139(40-139)] 화03 목02 ,03 [S1-1-239(40-239)]",3,,,36,48,0
교양선택,전학년,0941009-01,일반화학 및 실험,정연환,"수01 ,02 [S1-2-201(41-201)] 목08 ,09 [S1-2-101(41-101)]",3,,,41,40,4.67
교양선택,전학년,0941010-01,일반화학및실험I,김종원,"월02 ,03 [S1-6-314(36-314)] 목01 ,02 [S1-6-206(36-206)]",3,,,45,40,5
교양선택,전학년,0941012-01,생물학및실험,주용성,"월08 ,09 [S1-2-307(41-307)] 수05 ,06 ,07 [S1-2-302(41-302)]",4,,,23,40,4.75
교양선택,전학년,0941013-01,일반생물학및실험I,조성진,"화08 ,09 [S1-2-308(41-308)] 수02 ,03 [S1-4-208(43-208)]",3,,,44,40,0
교양선택,전학년,0941015-01,일반지구과학및실험I,"박문재, 서용석","화07 ,08 목07 ,08 [S1-6-515(36-515)]",3,,,28,40,0
교양선택,전학년,0941017-01,맛보기 물리학 및 실험,한정호,"수05 ,06 ,07 [S1-2-306(41-306)] 목05 ,06 [S1-1-139(40-139)]",4,,,35,50,4.33
교양선택,전학년,0941020-01,웰빙시대의 생물산업,"서정욱, 신수정","수01 ,02 ,03 [S20-101]",3,,,1,100,3.18
교양선택,전학년,0941021-01,일반물리학의이해I,이인선,"화05 ,06 ,07 [E1-2-331(81-331)] 목02 ,03 [S1-2-207(41-207)]",4,,,31,50,4.43
교양선택,전학년,0941023-01,일반화학의이해I,강호웅,"월05 ,06 [S1-2-101(41-101)] 화02 ,03 수03 [E1-1-148]",4,,,31,40,0
교양선택,전학년,0941026-01,일반생물학의 이해 및 실험I,"김경환, 김상준, 박종석, 조성진","화06 [S1-4-208(43-208)] 수05 ,06 [S1-2-308(41-308)] 목08 ,09 [S1-4-208(43-208)]",4,,,43,40,0
교양선택,전학년,0941031-01,기초통계학,허태영,"수01 ,02 ,03 [S1-5-123(37-123)]",3,,,45,45,4
교양선택,전학년,0941006-02,일반물리학및실험 I,강병원,"화07 ,08 목07 [S1-1-239(40-239)] 목08 ,09 [S1-1-139(40-139)]",3,,,35,48,5
교양선택,전학년,0941009-02,일반화학 및 실험,전종석,"수01 ,02 [S1-2-202(41-202)] 목08 ,09 [S1-2-105(41-105)]",3,,,41,40,0
교양선택,전학년,0941010-02,일반화학및실험I,김남준,"수02 ,03 [S1-6-517(36-517)] 목05 ,06 [S1-6-205(36-205)]",3,,,35,40,0
교양선택,전학년,0941013-02,일반생물학및실험I,강규호,"화02 ,03 [S1-2-301(41-301)] 수07 ,08 [S1-2-308(41-308)]",3,,,39,40,0
교양선택,전학년,0941015-02,일반지구과학및실험I,서경원,"화02 ,03 목05 ,06 [S1-4-415(43-415)]",3,,,31,40,0
교양선택,전학년,0941020-02,웰빙시대의 생물산업,이승욱,"토08 ,09 ,10 [S21-4-143(92-143)]",3,,,8,80,5
교양선택,전학년,0941031-02,기초통계학,김주성,"월02 ,03 수05 [S1-5-123(37-123)]",3,,,39,45,1.73
교양선택,전학년,0941006-03,일반물리학및실험 I,유영상,"수01 ,02 [S1-1-139(40-139)] 수03 목08 ,09 [S1-1-239(40-239)]",3,,,38,48,0
교양선택,전학년,0941009-03,일반화학 및 실험,강광철,"목05 ,06 [S1-2-105(41-105)] 목07 ,08 [S1-3-202(42-202)]",3,,,35,40,3.2
교양선택,전학년,0941010-03,일반화학및실험I,김기태,"화08 ,09 [S1-6-205(36-205)] 수02 ,03 [S1-6-518(36-518)]",3,,,35,40,0
교양선택,전학년,0941013-03,일반생물학및실험I,김경환,"수02 ,03 [S1-6-210(36-210)] 금02 ,03 [S1-2-307(41-307)]",3,,,38,40,0
교양선택,전학년,0941031-03,기초통계학,정연수,"화02 ,03 목03 [S1-6-516(36-516)]",3,,,44,45,0
교양선택,전학년,0941006-04,일반물리학및실험 I,강현구,"월01 ,02 ,03 [S1-1-239(40-239)] 수02 ,03 [S1-1-127(40-127)]",3,,,31,48,0
교양선택,전학년,0941009-04,일반화학 및 실험,김주천,"화02 ,03 [S1-2-306(41-306)] 금01 ,02 [S1-2-105(41-105)]",3,,,37,40,3.25
교양선택,전학년,0941010-04,일반화학및실험I,박재우,"월02 ,03 [S1-6-205(36-205)] 월06 ,07 [S1-6-516(36-516)]",3,,,32,40,0
교양선택,전학년,0941013-04,일반생물학및실험I,홍완표,"월02 ,03 [S1-2-302(41-302)] 수05 ,06 [S1-2-307(41-307)]",3,,,32,40,1
교양선택,전학년,0941031-04,기초통계학,김덕기,"목01 ,02 ,03 [S2-101(32-101)]",3,,,55,45,4.79
교양선택,전학년,0941006-05,일반물리학및실험 I,김석성,"수02 ,03 [E8-7-235(50-235)] 목01 ,02 [S1-1-127(40-127)] 목03 [S1-2-301(41-301)]",3,,,38,48,4.5
교양선택,전학년,0941010-05,일반화학및실험I,김민,"월02 ,03 [S1-6-206(36-206)] 수02 ,03 [S1-6-516(36-516)]",3,,,30,40,4.5
교양선택,전학년,0941013-05,일반생물학및실험I,홍승현,"화08 ,09 [S1-2-307(41-307)] 목02 ,03 [S1-5-123(37-123)]",3,,,37,40,0
교양선택,전학년,0941031-05,기초통계학,이성원,"금01 ,02 [S1-5-123(37-123)] 금03 [S2-101(32-101)]",3,,,43,45,4.82
교양선택,전학년,0941006-06,일반물리학및실험 I,이연의,"수01 ,02 ,03 [S1-2-104(41-104)] 목02 ,03 [S1-1-139(40-139)]",3,,,29,48,0
교양선택,전학년,0941010-06,일반화학및실험I,이남수,"월05 ,06 [S1-2-305(41-305)] 월07 ,08 [S1-2-101(41-101)]",3,,,34,40,1.75
교양선택,전학년,0941013-06,일반생물학및실험I,홍승현,"수02 ,03 [S1-2-308(41-308)] 목05 ,06 [S1-5-123(37-123)]",3,,,29,40,0
교양선택,전학년,0941006-07,일반물리학및실험 I,이해원,"화05 ,06 ,07 [E8-7-235(50-235)] 수08 ,09 [S1-2-207(41-207)]",3,,,26,48,3
교양선택,전학년,0941010-07,일반화학및실험I,양도현,"월05 ,06 [S1-2-302(41-302)] 월07 ,08 [S1-2-105(41-105)]",3,,,34,40,4
교양선택,전학년,0941013-07,일반생물학및실험I,전정선,"수05 ,06 [S1-2-104(41-104)] 목02 ,03 [S1-2-308(41-308)]",3,,,29,40,0
교양선택,전학년,0941006-08,일반물리학및실험 I,강희재,"화05 ,06 ,07 [S1-2-302(41-302)] 수08 ,09 [S1-1-127(40-127)]",3,,,30,48,5
교양선택,전학년,0941010-08,일반화학및실험I,윤현기,"월05 ,06 [S1-4-208(43-208)] 월07 ,08 [S1-6-206(36-206)]",3,,,35,40,2.27
교양선택,전학년,0941013-08,일반생물학및실험I,김두일,"월06 ,07 [S1-2-307(41-307)] 목02 ,03 [S1-2-302(41-302)]",3,,,34,40,4.56
교양선택,전학년,0941006-09,일반물리학및실험 I,김강배,"화06 ,07 [S1-2-301(41-301)] 수05 [E8-7-141(50-141)] 수06 ,07 [S1-1-127(40-127)]",3,,,43,48,5
교양선택,전학년,0941010-09,일반화학및실험I,김철재,"화02 ,03 [S1-6-517(36-517)] 목01 ,02 [S1-6-205(36-205)]",3,,,37,40,0
교양선택,전학년,0941013-09,일반생물학및실험I,전정선,"화06 ,07 [S1-2-307(41-307)] 수07 ,08 [S1-2-104(41-104)]",3,,,34,40,0
교양선택,전학년,0941006-10,일반물리학및실험 I,김성원,"화06 ,07 [S1-2-104(41-104)] 수05 [E8-2-201(45-201)] 수06 ,07 [S1-1-139(40-139)]",3,,,41,48,4
교양선택,전학년,0941010-10,일반화학및실험I,손운용,"월07 ,08 [S1-6-205(36-205)] 수02 ,03 [S1-6-519(36-519)]",3,,,36,40,0
교양선택,전학년,0941013-10,일반생물학및실험I,홍완표,"월08 ,09 [S1-2-104(41-104)] 화02 ,03 [S1-2-307(41-307)]",3,,,40,40,1
교양선택,전학년,0941006-11,일반물리학및실험 I,유영상,"화05 ,06 [S1-1-139(40-139)] 수05 ,06 ,07 [S1-1-239(40-239)]",3,,,39,48,0
교양선택,전학년,0941010-11,일반화학및실험I,윤현기,"화05 ,06 [S1-3-202(42-202)] 수05 ,06 [S1-2-101(41-101)]",3,,,31,40,2.27
교양선택,전학년,0941013-11,일반생물학및실험I,이혜연,"월08 ,09 [S1-2-308(41-308)] 수07 ,08 [S1-2-301(41-301)]",3,,,33,40,4.22
교양선택,전학년,0941006-12,일반물리학및실험 I,신현준,"월01 ,02 [S1-1-127(40-127)] 월03 목02 ,03 [S1-3-203(42-203)]",3,,,43,48,0
교양선택,전학년,0941010-12,일반화학및실험I,박준희,"월05 ,06 [S1-2-105(41-105)] 화06 ,07 [S1-6-210(36-210)]",3,,,34,40,3.33
교양선택,전학년,0941013-12,일반생물학및실험I,김상준,"월02 ,03 [S1-2-308(41-308)] 수02 ,03 [S1-2-306(41-306)]",3,,,37,40,0
교양선택,전학년,0941006-13,일반물리학및실험 I,김원섭,"월01 ,02 [S1-1-139(40-139)] 월03 [S1-2-201(41-201)] 목02 ,03 [S1-2-202(41-202)]",3,,,40,48,1
교양선택,전학년,0941010-13,일반화학및실험I,강한영,"월05 ,06 [S1-6-210(36-210)] 화05 ,06 [S1-2-101(41-101)]",3,,,30,40,1.67
교양선택,전학년,0941013-13,일반생물학및실험I,김두일,"월02 ,03 [S1-2-307(41-307)] 목06 ,07 [S1-2-302(41-302)]",3,,,40,40,4
교양선택,전학년,0941006-14,일반물리학및실험 I,김도언,"월05 ,06 화04 [S1-2-202(41-202)] 화05 ,06 [S1-1-127(40-127)]",3,,,38,48,4.6
교양선택,전학년,0941010-14,일반화학및실험I,김준우,"화06 ,07 [S1-6-517(36-517)] 수05 ,06 [S1-6-205(36-205)]",3,,,31,40,0
교양선택,전학년,0941013-14,일반생물학및실험I,김성한,"월05 ,06 [S1-2-308(41-308)] 수05 ,06 [S1-2-305(41-305)]",3,,,37,40,4.8
교양선택,전학년,0941006-15,일반물리학및실험 I,김기웅,"화07 [S1-2-305(41-305)] 화08 ,09 [S1-1-127(40-127)] 목05 ,06 [S1-2-305(41-305)]",3,,,35,48,0
교양선택,전학년,0941010-15,일반화학및실험I,이남수,"화05 ,06 [S1-2-305(41-305)] 화07 ,08 [S1-2-101(41-101)]",3,,,25,40,0
교양선택,전학년,0941013-15,일반생물학및실험I,김성한,"화05 ,06 [S1-2-308(41-308)] 수02 ,03 [S1-2-301(41-301)]",3,,,53,40,4.8
교양선택,전학년,0941006-16,일반물리학및실험 I,김경완,"화05 ,06 [S1-2-207(41-207)] 화07 금06 ,07 [S1-2-306(41-306)]",3,,,37,48,0
교양선택,전학년,0941010-16,일반화학및실험I,강광철,"화02 ,03 [S1-6-205(36-205)] 수05 ,06 [S1-4-208(43-208)]",3,,,34,40,3.8
교양선택,전학년,0941006-17,일반물리학및실험 I,김경호,"수02 ,03 [S1-2-207(41-207)] 목05 ,06 ,07 [E8-2-201(45-201)]",3,,,34,48,0
교양선택,전학년,0941010-17,일반화학및실험I,김주천,"화05 ,06 [E8-2-201(45-201)] 화07 ,08 [S1-2-105(41-105)]",3,,,35,40,3.67
교양선택,전학년,0941006-18,일반물리학및실험 I,이현석,"화06 ,07 ,08 [S1-2-201(41-201)] 수06 ,07 [S1-2-207(41-207)]",3,,,31,48,3.33
교양선택,전학년,0941010-18,일반화학및실험I,신재섭,"월03 ,04 [S1-4-208(43-208)] 목06 ,07 [S1-6-206(36-206)]",3,,,40,40,3
교양선택,전학년,0941006-19,일반물리학및실험 I,임은지,"수08 ,09 목05 [S1-2-205(41-205)] 목06 ,07 [S1-1-127(40-127)]",3,,,35,48,2
교양선택,전학년,0941010-19,일반화학및실험I,양민오,"화02 ,03 [S1-6-210(36-210)] 화08 ,09 [S1-6-206(36-206)]",3,,,41,40,1.64
교양선택,전학년,0941006-20,일반물리학및실험 I,김경섭,"수07 [S1-2-205(41-205)] 수08 ,09 [S1-2-302(41-302)] 목08 ,09 [S1-1-127(40-127)]",3,,,43,48,0
교양선택,전학년,0941010-20,일반화학및실험I,박준성,"화01 ,02 [E8-10-103(508-103)] 수06 ,07 [S1-6-206(36-206)]",3,,,36,40,0
교양선택,전학년,0941006-21,일반물리학및실험 I,한정호,"월02 ,03 [S1-2-207(41-207)] 목07 ,08 ,09 [S1-2-104(41-104)]",3,,,39,48,3.33
교양선택,전학년,0941010-21,일반화학및실험I,강성민,"월05 ,06 [S1-3-202(42-202)] 화05 ,06 [S1-6-205(36-205)]",3,,,30,40,4
교양선택,전학년,0941006-22,일반물리학및실험 I,박혜연,"월05 ,06 금01 [S1-1-239(40-239)] 금02 ,03 [S1-1-139(40-139)]",3,,,33,48,0
교양선택,전학년,0941010-22,일반화학및실험I,유희수,"화05 ,06 [S1-6-516(36-516)] 수02 ,03 [S1-2-101(41-101)]",3,,,33,40,5
교양선택,전학년,0941006-23,일반물리학및실험 I,민병준,"월02 [S1-2-305(41-305)] 월03 ,04 [S1-1-127(40-127)] 수08 ,09 [S1-2-305(41-305)]",3,,,36,48,5
교양선택,전학년,0941010-23,일반화학및실험I,정연환,"수07 ,08 [S1-6-205(36-205)] 목05 ,06 [S1-4-208(43-208)]",3,,,31,40,3
교양선택,전학년,0941006-24,일반물리학및실험 I,정진수,"화05 ,06 수05 [S1-3-203(42-203)] 수08 ,09 [S1-1-139(40-139)]",3,,,24,48,1
교양선택,전학년,0941010-24,일반화학및실험I,전종석,"수07 ,08 [S1-2-101(41-101)] 목05 ,06 [S1-3-202(42-202)]",3,,,29,40,4.45
교양선택,전학년,0941006-25,일반물리학및실험 I,김경섭,"목05 ,06 [S1-1-239(40-239)] 금01 ,02 [S1-1-127(40-127)] 금03 [S1-1-239(40-239)]",3,,,43,48,0
교양선택,전학년,0941010-25,일반화학및실험I,김준우,"화02 ,03 [S1-6-206(36-206)] 목02 ,03 [S1-4-208(43-208)]",3,,,45,40,0
교양선택,전학년,0941001-01,수학,강보원,"화08 목07 ,08 [S1-2-301(41-301)]",3,,,37,40,4.2
교양선택,전학년,0941002-01,수학I,지운식,"월06 ,07 목05 [S1-1-427(40-427)]",3,,,31,40,3
교양선택,전학년,0941003-01,수학II,윤상민,"금01 ,02 ,03 [S1-2-201(41-201)]",3,,,27,40,2.5
교양선택,전학년,0941004-01,기초대학수학*,김겸순,"월10 ,11 ,12 [S1-1-427(40-427)]",0,,,35,40,5
교양선택,전학년,0941001-02,수학,미지정,"월07 목02 ,03 [S1-2-205(41-205)]",3,,,5,40,0
교양선택,전학년,0941002-02,수학I,박병도,"월02 목02 ,03 [S1-2-201(41-201)]",3,,,32,40,0
교양선택,전학년,0941004-02,기초대학수학*,한유두,"화10 ,11 ,12 [S1-1-427(40-427)]",0,,,42,40,0
교양선택,전학년,0941002-03,수학I,김은희,"화06 ,07 목07 [S1-2-205(41-205)]",3,,,35,40,4.5
교양선택,전학년,0941002-04,수학I,박정희,"월06 ,07 화06 [S1-5-123(37-123)]",3,,,36,40,3.6
교양선택,전학년,0941002-05,수학I,윤재헌,"월05 ,06 화05 [S1-2-104(41-104)]",3,,,32,40,0
교양선택,전학년,0941002-06,수학I,정대웅,"월08 ,09 수06 [S1-2-205(41-205)]",3,,,30,40,0
교양선택,전학년,0941002-07,수학I,윤상민,"월08 ,09 목05 [S1-2-201(41-201)]",3,,,34,40,3
교양선택,전학년,0941002-08,수학I,이석종,"수03 금02 ,03 [S1-1-427(40-427)]",3,,,26,40,0
교양선택,전학년,0941002-09,수학I,이석종,"화02 목02 ,03 [S1-1-427(40-427)]",3,,,24,40,0
교양선택,전학년,0941002-10,수학I,금상호,"화05 수02 ,03 [E1-1-140(82-140)]",3,,,25,40,0
교양선택,전학년,0941002-11,수학I,염성준,"월02 ,03 수05 [S1-2-301(41-301)]",3,,,38,40,5
교양선택,전학년,0941002-12,수학I,박정희,"월02 ,03 수05 [S1-2-205(41-205)]",3,,,34,40,3.6
교양선택,전학년,0941002-13,수학I,이은정,"화02 ,03 수05 [S1-3-202(42-202)]",3,,,27,40,0
교양선택,전학년,0941002-14,수학I,김선광,"화06 ,07 수05 [S1-2-202(41-202)]",3,,,38,40,3.5
교양선택,전학년,0941002-15,수학I,최진필,"월02 ,03 화02 [S1-2-104(41-104)]",3,,,36,40,5
교양선택,전학년,0941002-16,수학I,심호진,"목06 ,07 ,08 [S1-2-201(41-201)]",3,,,35,40,0
교양선택,전학년,0941002-17,수학I,최은애,"월06 수07 ,08 [S1-2-201(41-201)]",3,,,28,40,5
교양선택,전학년,0941002-18,수학I,양창훈,"월05 수05 ,06 [S1-2-201(41-201)]",3,,,33,40,0
교양선택,전학년,0941002-19,수학I,박정준,"수01 ,02 ,03 [E8-2-201(45-201)]",3,,,36,40,0
교양선택,전학년,0941002-20,수학I,정태은,"수03 목02 ,03 [S1-2-305(41-305)]",3,,,30,40,4.33
교양선택,전학년,0941002-21,수학I,류미수,"수03 목02 ,03 [S1-3-202(42-202)]",3,,,33,40,0
교양선택,전학년,0941002-22,수학I,김상욱,"화03 수02 ,03 [S1-2-302(41-302)]",3,,,37,40,3.5
교양선택,전학년,0941002-23,수학I,김진이,"화03 수02 ,03 [S1-3-203(42-203)]",3,,,38,40,5
교양선택,전학년,0941002-24,수학I,이영옥,"화02 ,03 수03 [S1-2-201(41-201)]",3,,,30,40,3.67
교양선택,전학년,0941002-25,수학I,엄연석,"화02 ,03 수03 [S1-2-202(41-202)]",3,,,26,40,3.56
교양선택,전학년,0941002-26,수학I,염성준,"화02 ,03 수03 [E8-7-141(50-141)]",3,,,35,40,5
