강의구분,수강학년,과목코드,과목명,교수명,수업시간,학점,단과대학,학과,수강인원,수강정원,강의평점
전공선택,3학년,6550109-01,화공모델링,이종대,수A2 금A4 [E8-7-240(50-240)],3,공과대학,화학공학과,40,65,2.63
전공선택,3학년,6550110-01,화공실험 I,김범수,"화01 ,02 ,03 ,04 [E8-10-812(508-812)]",2,공과대학,화학공학과,34,25,0
전공선택,4학년,6550002-01,고분자공학,김대수,"월06 화07 ,08 [E8-10-805(508-805)]",3,공과대학,화학공학과,16,50,5
전공선택,4학년,6550013-01,분리공정,정상문,"월07 ,08 ,09 [E8-10-105(508-105)]",3,공과대학,화학공학과,35,50,5
전공선택,4학년,6550034-01,화학공장설계,문종호,"수07 ,08 ,09 [E8-10-105(508-105)]",3,공과대학,화학공학과,39,50,0
전공필수,4학년,6550036-01,공정제어(종합설계),나병기,"수01 ,02 ,03 [E8-10-105(508-105)]",3,공과대학,화학공학과,45,50,5
전공선택,4학년,6550118-01,반도체화학공정,이종대,수A4 금A2 [E8-10-105(508-105)],3,공과대학,화학공학과,37,50,0
전공선택,4학년,6550119-01,화공실험 III,정상문,"목01 ,02 ,03 ,04 [E8-10-812(508-812)]",2,공과대학,화학공학과,12,25,0
전공선택,1학년,6544123-01,환경일반화학 및 실습Ⅰ,조영철,"월06 ,07 [E8-7-317(50-317)] 월08 ,09 [E8-5-120(48-120)]",3,공과대학,환경공학과,34,50,0
전공선택,2학년,6544015-01,열역학,임동희,"화02 목02 ,03 [E8-7-317(50-317)]",3,공과대학,환경공학과,38,100,4.33
전공필수,2학년,6544019-01,환경공학개론,"윤여명, 임동희","수01 ,02 ,03 [E8-7-335(50-335)]",3,공과대학,환경공학과,45,45,0
전공선택,2학년,6544023-01,환경생태학,조영철,"수05 ,06 ,07 [E8-7-317(50-317)]",3,공과대학,환경공학과,41,100,4.67
전공필수,2학년,6544045-01,환경유체역학,김진수,"금01 ,02 ,03 [E8-7-335(50-335)]",3,공과대학,환경공학과,51,45,0
전공필수,2학년,6544047-01,공학수학,정세웅,"화07 ,08 ,09 [E8-7-335(50-335)]",3,공과대학,환경공학과,45,45,4.63
전공선택,2학년,6544048-01,대기과학 및 실험,김재용,"월06 ,07 [E8-10-102(508-102)] 월08 ,09 [E8-10-912(508-912)]",3,공과대학,환경공학과,5,25,4
전공선택,2학년,6544048-02,대기과학 및 실험,김재용,"목06 ,07 [E8-7-335(50-335)] 목08 ,09 [E8-10-912(508-912)]",3,공과대학,환경공학과,26,25,4
전공선택,3학년,6544039-01,대기오염공학,박정민,"월01 ,02 ,03 [E8-7-335(50-335)]",3,공과대학,환경공학과,33,45,0
전공선택,3학년,6544046-01,환경반응공학,김재용,"목01 ,02 ,03 [E8-7-335(50-335)]",3,공과대학,환경공학과,31,45,4.14
전공선택,3학년,6544079-01,환경기기분석,임동희,"수05 ,06 [E8-7-335(50-335)] 수07 ,08 [E8-5-120(48-120)]",3,공과대학,환경공학과,30,25,0
전공선택,3학년,6544126-01,물리화학적 폐수처리공학,전항배,"월06 ,07 ,08 [E8-10-103(508-103)]",3,공과대학,환경공학과,39,45,0
전공선택,3학년,6544127-01,환경생태생물정보학,조영철,"화06 ,07 ,08 [E8-10-205(508-205)]",3,공과대학,환경공학과,26,45,0
전공선택,3학년,6544128-01,환경수리수문학,정세웅,"수01 ,02 ,03 [E8-10-205(508-205)]",3,공과대학,환경공학과,22,45,0
전공선택,3학년,6544129-01,폐기물처리공학,"미지정, 윤여명","화01 ,02 ,03 [E8-10-205(508-205)]",3,공과대학,환경공학과,34,45,0
전공선택,4학년,6544064-01,환경계획 및 영향평가,조영철,"수01 ,02 ,03 [E8-10-102(508-102)]",3,공과대학,환경공학과,13,25,5
전공선택,4학년,6544086-01,공정공학설계,김광열,"화07 ,08 ,09 [E8-10-102(508-102)]",3,공과대학,환경공학과,5,25,0
전공선택,4학년,6544112-01,상하수도공학,전항배,"수06 ,07 ,08 [E8-10-102(508-102)]",3,공과대학,환경공학과,24,25,4
전공선택,4학년,6544135-01,환경데이터 분석 및 모델링,정세웅,"화01 ,02 ,03 [E8-7-335(50-335)]",3,공과대학,환경공학과,0,45,0
전공선택,4학년,6544136-01,폐자원순환공학,윤여명,"월01 ,02 ,03 [E8-10-205(508-205)]",3,공과대학,환경공학과,29,45,5
전공선택,4학년,6544141-01,고급정수처리공학,김진수,"목06 ,07 ,08 [E8-7-317(50-317)]",3,공과대학,환경공학과,19,100,0
전공필수,1학년,6903001-01,농업경제학,이석일,"금05 ,06 ,07 [S21-4-146(92-146)]",3,농업생명환경대학,농업경제학과,46,204,5
전공필수,2학년,6903002-01,경제수학,조원주,"월02 ,03 [S21-4-246(92-246)] 수02 ,03 [S21-4-146(92-146)]",3,농업생명환경대학,농업경제학과,26,202,0
전공선택,2학년,6903006-01,농업회계학,서상택,"화01 ,02 ,03 [S20-101]",3,농업생명환경대학,농업경제학과,0,170,0
전공필수,2학년,6903008-01,생산경제학,서상택,"월05 ,06 목01 [S21-5-461(91-461)]",3,농업생명환경대학,농업경제학과,28,50,3.67
전공필수,2학년,6903010-01,거시경제학,조원주,"화03 목05 ,06 [S21-5-428A(91-428A)]",3,농업생명환경대학,농업경제학과,26,50,5
전공필수,3학년,6903014-01,계량경제학,전익수,"화05 ,06 [S21-4-220(92-220)] 수05 ,06 [S21-4-120(92-120)]",3,농업생명환경대학,농업경제학과,27,40,0
전공필수,3학년,6903054-01,농식품유통론,이석일,"화01 ,02 목02 ,03 [S21-5-428A(91-428A)]",3,농업생명환경대학,농업경제학과,26,50,3
전공필수,3학년,6903055-01,농식품정보경제학,이아연,"목07 ,08 금03 [S21-5-461(91-461)]",3,농업생명환경대학,농업경제학과,18,50,0
전공필수,3학년,6903057-01,농식품가격론,김선웅,"화07 ,08 ,09 [S21-5-461(91-461)]",3,농업생명환경대학,농업경제학과,37,50,5
전공필수,3학년,6903058-01,자원경제학,조원주,"수07 ,08 ,09 [S21-4-243(92-243)]",3,농업생명환경대학,농업경제학과,31,80,0
전공필수,4학년,6903026-01,농업금융론,서상택,"월01 ,02 [S21-5-461(91-461)] 목05 ,06 [S20-101]",3,농업생명환경대학,농업경제학과,35,50,4
전공선택,4학년,6903029-01,농촌복지론,김선웅,"수07 ,08 ,09 ,10 [S21-5-461(91-461)]",3,농업생명환경대학,농업경제학과,21,50,5
전공선택,4학년,6903060-01,농업경제연구방법론(캡스톤디자인),김선웅,"월07 ,08 ,09 [S21-5-461(91-461)]",3,농업생명환경대학,농업경제학과,1,50,0
전공필수,4학년,6903062-01,농식품산업경영전략론,전익수,"화03 목02 ,03 [S21-5-461(91-461)]",3,농업생명환경대학,농업경제학과,27,50,0
전공필수,4학년,6903072-01,농식품소비경제학,김선웅,"화01 ,02 수02 ,03 [S21-5-461(91-461)]",3,농업생명환경대학,농업경제학과,21,50,5
전공선택,4학년,6903074-01,농업농촌발전론,전익수,"금05 ,06 ,07 [S21-5-461(91-461)]",3,농업생명환경대학,농업경제학과,19,50,0
전공선택,2학년,6969001-01,수목학 및 실습,반기민,"월06 ,07 ,08 ,09 [S21-4-338(92-338)]",3,농업생명환경대학,"목재,종이과학과",23,46,3.5
전공선택,2학년,6969007-01,산림통계학 및 실습,서정욱,"월02 ,03 [S21-4-232(92-232)] 화02 ,03 [S21-4-220(92-220)]",3,농업생명환경대학,"목재,종이과학과",23,40,2.5
전공필수,2학년,6969014-01,목재물리학 및 실험,김병로,"수06 ,07 ,08 ,09 [S21-4-216(92-216)]",3,농업생명환경대학,"목재,종이과학과",26,60,4
전공필수,2학년,6969015-01,목재화학및실험,신수정,"화05 ,06 [S21-4-216(92-216)] 화10 ,11 [S21-4-232(92-232)]",3,농업생명환경대학,"목재,종이과학과",26,43,2.67
전공선택,2학년,6969060-01,목재·종이양론,신수정,"목01 ,02 ,03 [S21-4-232(92-232)]",3,농업생명환경대학,"목재,종이과학과",29,43,0
전공필수,3학년,6969016-01,펄프학 및 실험,최태호,"월02 ,03 목02 ,03 [S21-4-216(92-216)]",3,농업생명환경대학,"목재,종이과학과",28,60,0
전공필수,3학년,6969017-01,목재접착 및 도장학,박지원,"금04 ,05 ,06 ,07 [S21-4-232(92-232)]",3,농업생명환경대학,"목재,종이과학과",26,43,0
전공선택,3학년,6969021-01,지료화학,신수정,"수05 ,06 ,07 [S21-4-232(92-232)]",3,농업생명환경대학,"목재,종이과학과",25,43,0
전공선택,3학년,6969022-01,목재 및 섬유식별학,서정욱,"월05 ,06 [S21-4-232(92-232)] 화05 ,06 [S21-20(101-103)]",3,농업생명환경대학,"목재,종이과학과",26,43,0
전공선택,3학년,6969063-01,목재화학가공학,한규성,"화01 ,02 ,03 [S21-4-216(92-216)]",3,농업생명환경대학,"목재,종이과학과",25,60,0
전공필수,4학년,6969032-01,지류가공학 및 실험,이진호,"금05 ,06 ,07 ,08 [S21-4-216(92-216)]",3,농업생명환경대학,"목재,종이과학과",22,60,0
전공필수,4학년,6969033-01,목재보존학 및 실험,서정욱,"월07 ,08 [S21-4-232(92-232)] 화07 ,08 [S21-4-216(92-216)]",3,농업생명환경대학,"목재,종이과학과",22,43,3
전공선택,4학년,6969037-01,연습림임산실습,서정욱,"월10 ,11 [S21-4-232(92-232)]",1,농업생명환경대학,"목재,종이과학과",22,43,0
전공선택,4학년,6969046-01,바이오에너지학,박지원,"금01 ,02 ,03 [S21-4-232(92-232)]",3,농업생명환경대학,"목재,종이과학과",0,43,0
전공선택,4학년,6969064-01,한지제조·지류보존학 및 실험,최태호,"월05 ,06 목05 ,06 [S21-4-216(92-216)]",3,농업생명환경대학,"목재,종이과학과",5,60,0
전공필수,2학년,6967001-01,바이오열역학,이정현,"월07 화02 ,03 [S21-24-103-1(103-1)]",3,농업생명환경대학,바이오시스템공학과,27,50,0
전공선택,2학년,6967004-01,공업역학I,이훈수,"화05 목02 ,03 [S21-24-103-1(103-1)]",3,농업생명환경대학,바이오시스템공학과,27,50,0
전공선택,2학년,6967005-01,응용수학 I,노현권,"월02 ,03 수06 [S21-24-103-1(103-1)]",3,농업생명환경대학,바이오시스템공학과,27,50,0
전공선택,2학년,6967006-01,CAD,이정현,"금05 ,06 ,07 ,08 ,09 [S21-4-120(92-120)]",3,농업생명환경대학,바이오시스템공학과,23,40,0
전공선택,2학년,6967010-01,바이오시스템소재공학,신창섭,"월05 ,06 수05 [S21-24-103-1(103-1)]",3,농업생명환경대학,바이오시스템공학과,26,50,0
전공필수,2학년,6967044-01,바이오시스템기초프로그래밍,이동훈,"수07 ,08 [S21-24-103-1(103-1)] 목08 ,09 [S21-4-120(92-120)]",3,농업생명환경대학,바이오시스템공학과,27,40,0
전공필수,3학년,6967002-01,유체역학,노현권,"월06 수02 ,03 [S21-24-103-2(103-2)]",3,농업생명환경대학,바이오시스템공학과,19,80,3.5
전공필수,3학년,6967014-01,농작업기계학 및 실습,신창섭,"월08 ,09 수07 ,08 [S21-24-103-2(103-2)]",3,농업생명환경대학,바이오시스템공학과,25,80,0
전공필수,3학년,6967015-01,농기계공작및실습,이훈수,"화07 ,08 목06 ,07 [S21-24-103-2(103-2)]",3,농업생명환경대학,바이오시스템공학과,25,80,0
전공선택,3학년,6967018-01,생물재료역학 II,신창섭,"화02 ,03 수09 [S21-24-103-2(103-2)]",3,농업생명환경대학,바이오시스템공학과,22,80,0
전공선택,3학년,6967027-01,바이오에너지공학,이정현,"월05 목02 ,03 [S21-24-103-2(103-2)]",3,농업생명환경대학,바이오시스템공학과,24,80,0
전공필수,3학년,6967046-01,기계요소설계프로그래밍Ⅰ,이동훈,"화05 ,06 수05 ,06 [S21-24-103-2(103-2)]",3,농업생명환경대학,바이오시스템공학과,26,80,0
전공필수,4학년,6967025-01,트랙터공학 및 실습,이동훈,"월07 ,08 수02 ,03 [S21-24-103(102-103)]",3,농업생명환경대학,바이오시스템공학과,28,50,0
전공선택,4학년,6967040-01,정밀농업시스템공학,노현권,"화02 ,03 금03 [S21-24-103(102-103)]",3,농업생명환경대학,바이오시스템공학과,16,50,0
전공선택,4학년,6967042-01,바이오시스템공학 세미나II(캡스톤디자인),이동훈,"화07 ,08 ,09 목03 [S21-24-103(102-103)]",3,농업생명환경대학,바이오시스템공학과,21,50,0
전공선택,4학년,6967049-01,바이오시스템 모델링 및 분석,이훈수,"화06 수08 ,09 [S21-24-103(102-103)]",3,농업생명환경대학,바이오시스템공학과,15,50,0
전공선택,4학년,6967050-01,생물가공공학,이정현,"월02 ,03 화05 [S21-24-103(102-103)]",3,농업생명환경대학,바이오시스템공학과,21,50,0
전공선택,1학년,6968055-01,산림과학의 이해,김동준,"화01 ,02 ,03 [S21-5-424A(91-424A)]",3,농업생명환경대학,산림학과,29,50,4.82
전공필수,2학년,6968001-01,수목학 및 실습,김정성,"수01 ,02 ,03 ,04 [S21-5-320(91-320)]",3,농업생명환경대학,산림학과,27,50,0
전공선택,2학년,6968018-01,산림측량학 및 GIS,봉태호,"월06 ,07 ,08 ,09 [S21-5-326(91-326)]",3,농업생명환경대학,산림학과,29,40,0
전공선택,2학년,6968040-01,컴퓨터 활용 및 CAD,신창섭,"화06 ,07 ,08 ,09 [S21-4-120(92-120)]",3,농업생명환경대학,산림학과,18,35,0
전공선택,2학년,6968072-01,산림해충학,이화용,"월01 ,02 ,03 [S21-5-428B(91-428B)]",3,농업생명환경대학,산림학과,23,50,0
전공선택,2학년,6968073-01,도시와 산림,신원섭,"화01 ,02 ,03 [S21-5-326(91-326)]",3,농업생명환경대학,산림학과,38,60,0
전공필수,3학년,6968014-01,조림학 및 실습,신창섭,"월06 ,07 ,08 ,09 [S21-5-424A(91-424A)]",3,농업생명환경대학,산림학과,33,50,0
전공필수,3학년,6968042-01,산림경제학,김동준,"수01 ,02 ,03 [S21-5-424A(91-424A)]",3,농업생명환경대학,산림학과,31,50,0
전공필수,3학년,6968053-01,산림측정 및 경영학,반기민,"월01 ,02 ,03 ,04 [S21-5-424A(91-424A)]",3,농업생명환경대학,산림학과,32,50,0
전공선택,3학년,6968066-01,산림휴양학 및 실습,연평식,"수06 ,07 ,08 ,09 [S21-5-424A(91-424A)]",3,농업생명환경대학,산림학과,33,40,0
전공선택,3학년,6968070-01,산림분자생물학,김정성,"목01 ,02 ,03 [S21-5-424A(91-424A)]",3,농업생명환경대학,산림학과,0,50,0
전공선택,3학년,6968074-01,산림토목학,봉태호,"화06 ,07 ,08 [S21-5-424A(91-424A)]",3,농업생명환경대학,산림학과,34,50,0
전공선택,3학년,6968075-01,산림병리학,이화용,"목06 ,07 ,08 [S21-5-424A(91-424A)]",3,농업생명환경대학,산림학과,21,50,0
전공선택,4학년,6968037-01,조경설계,신창섭,"목06 ,07 ,08 ,09 [S21-5-320(91-320)]",3,농업생명환경대학,산림학과,10,40,0
전공필수,4학년,6968061-01,논문연구 및 산림세미나I(캡스톤디자인),연평식,"월02 ,03 [S21-5-326(91-326)]",1,농업생명환경대학,산림학과,23,60,0
전공필수,4학년,6968068-01,학술림 현장실습 II,연평식,"월00 ,01 화00 수00 [S21-5-326(91-326)]",1,농업생명환경대학,산림학과,23,60,0
전공선택,4학년,6968076-01,산림토양미생물학,이화용,"수01 ,02 ,03 [S21-5-428A(91-428A)]",3,농업생명환경대학,산림학과,16,50,0
전공선택,4학년,6968077-01,임도공학 및 실습,봉태호,"목01 ,02 ,03 ,04 [S21-5-326(91-326)]",3,농업생명환경대학,산림학과,19,40,0
전공선택,1학년,6972044-01,식물의학개론,"공현기, 김길하, 김미경, 우수동, 조수원, 차병진","금02 ,03 [S21-4-207(92-207)]",1,농업생명환경대학,식물의학과,32,50,0
전공필수,2학년,6972002-01,미생물학,공현기,"월05 화08 ,09 [S21-4-207(92-207)]",3,농업생명환경대학,식물의학과,34,50,0
전공선택,2학년,6972005-01,생화학,공현기,"수06 ,07 ,08 [S21-4-236(92-236)]",3,농업생명환경대학,식물의학과,21,44,0
전공필수,2학년,6972051-01,일반곤충학 및 연습림실습,조수원,"월02 ,03 [S21-4-236(92-236)] 화06 ,07 [S21-4-207(92-207)]",3,농업생명환경대학,식물의학과,24,44,5
전공선택,2학년,6972052-01,식물생리학,김미경,"월01 수01 ,02 [S21-4-236(92-236)]",3,농업생명환경대학,식물의학과,26,44,4.5
전공선택,3학년,6972004-01,재배학원론,김미경,"월06 ,07 수03 [S21-4-236(92-236)]",3,농업생명환경대학,식물의학과,29,44,0
전공필수,3학년,6972013-01,식물해충학 및 실험,김길하,"월01 ,02 화00 ,01 [S21-4-207(92-207)]",3,농업생명환경대학,식물의학과,27,50,3
전공필수,3학년,6972016-01,곤충생리학 및 실험,우수동,"화06 ,07 [S21-4-236(92-236)] 수08 ,09 [S21-4-207(92-207)]",3,농업생명환경대학,식물의학과,31,44,5
전공필수,3학년,6972020-01,식물진균병학 및 실험,이상범,"목05 ,06 ,07 ,08 [S21-4-207(92-207)]",3,농업생명환경대학,식물의학과,31,50,0
전공선택,3학년,6972049-01,수목병리학 및 실험,차병진,"월08 ,09 목02 ,03 [S21-4-207(92-207)]",3,농업생명환경대학,식물의학과,27,50,5
전공필수,3학년,6972054-01,곤충분류정보학 및 실험/연습림실습,조수원,"화02 ,03 [S21-5-320(91-320)] 수06 ,07 [S21-4-207(92-207)]",3,농업생명환경대학,식물의학과,30,50,0
전공필수,4학년,6972025-01,환경이상과 식물장애,차병진,"월06 ,07 수03 [S21-4-207(92-207)]",3,농업생명환경대학,식물의학과,29,50,0
전공선택,4학년,6972028-01,위생곤충학 및 실험,최재방,"금05 ,06 ,07 ,08 [S21-4-207(92-207)]",3,농업생명환경대학,식물의학과,15,50,0
전공선택,4학년,6972036-01,해충방제학,김길하,"월05 [S21-4-236(92-236)] 화02 ,03 [S21-4-207(92-207)]",3,농업생명환경대학,식물의학과,13,44,3
전공선택,4학년,6972042-01,생물과 교육론,조수원,"월08 ,09 수09 [S21-4-236(92-236)]",3,농업생명환경대학,식물의학과,3,44,0
전공선택,4학년,6972043-01,세포생물학,공현기,월03 [S21-4-207(92-207)] 화01 수05 [S21-4-236(92-236)],3,농업생명환경대학,식물의학과,23,44,0
전공선택,4학년,6972056-01,유충분류학 및 실험,조수원,"화08 ,09 [S21-4-236(92-236)] 수01 ,02 [S21-4-207(92-207)]",3,농업생명환경대학,식물의학과,20,44,0
전공선택,2학년,6965002-01,실험통계학,소윤섭,"화05 ,06 ,07 [S20-101]",3,농업생명환경대학,식물자원학과,91,170,3.38
전공선택,2학년,6965003-01,유전학,소윤섭,"월07 ,08 ,09 [S21-5-428B(91-428B)]",3,농업생명환경대학,식물자원학과,38,40,4
전공선택,2학년,6965004-01,재배학원론,우선희,"월02 ,03 수06 [S21-5-430(91-430)]",3,농업생명환경대학,식물자원학과,35,50,3.78
전공선택,2학년,6965006-01,유기화학,경기성,"화08 수07 ,08 [S21-5-430(91-430)]",3,농업생명환경대학,식물자원학과,34,50,5
전공필수,2학년,6965014-01,분자생물학,김미선,"목05 ,06 ,07 [S21-5-430(91-430)]",3,농업생명환경대학,식물자원학과,48,50,4
전공선택,2학년,6965060-01,친환경농업,우선희,"화02 수02 ,03 [S21-5-428B(91-428B)]",3,농업생명환경대학,식물자원학과,33,40,0
전공필수,3학년,6965015-01,수도작 및 실습,성좌경,"화07 ,08 ,09 [S21-5-330(91-330)] 수05 ,06 [S21-5-132(91-132)]",4,농업생명환경대학,식물자원학과,27,40,0
전공필수,3학년,6965017-01,작물유전공학 및 실험,김미선,"월07 ,08 ,09 화02 ,03 [S21-5-430(91-430)]",4,농업생명환경대학,식물자원학과,25,50,0
전공필수,3학년,6965042-01,육종학 및 실습,소윤섭,"월02 ,03 수07 ,08 ,09 [S21-5-132(91-132)]",3,농업생명환경대학,식물자원학과,23,40,3
전공선택,3학년,6965054-01,글로벌 농생명산업,황태영,"목01 ,02 ,03 [S21-5-430(91-430)]",3,농업생명환경대학,식물자원학과,26,50,0
전공선택,4학년,6965025-01,사료작물학및실습,황태영,"월07 ,08 ,09 수02 ,03 [S21-5-132(91-132)]",4,농업생명환경대학,식물자원학과,0,50,0
전공필수,4학년,6965027-01,농학연습II,우선희,"월05 ,06 [S21-5-430(91-430)]",1,농업생명환경대학,식물자원학과,26,50,5
전공선택,4학년,6965029-01,작물생태학,성좌경,"화01 ,02 ,03 [S21-5-132(91-132)]",3,농업생명환경대학,식물자원학과,10,50,5
전공선택,4학년,6965031-01,농업경영학,최낙거,"수05 ,06 ,07 [S21-5-428B(91-428B)]",3,농업생명환경대학,식물자원학과,16,50,0
전공선택,4학년,6965057-01,식물조직배양,황태영,"금01 ,02 ,03 [S21-5-430(91-430)]",3,농업생명환경대학,식물자원학과,19,50,0
전공선택,4학년,6965058-01,농촌지도론,최낙거,"목05 ,06 ,07 [S21-5-428B(91-428B)]",3,농업생명환경대학,식물자원학과,26,50,0
전공선택,1학년,6977001-01,식품생명과학개론,"김광엽, 김태집, 이준수, 장금일, 정헌상, 한남수","월01 ,02 ,03 [S21-4-131(92-131)]",3,농업생명환경대학,식품생명공학과,41,60,4
전공필수,2학년,6977002-01,식품미생물학I,김광엽,"월08 ,09 화03 [S21-4-131(92-131)]",3,농업생명환경대학,식품생명공학과,32,60,3.8
전공필수,2학년,6977003-01,식품미생물실험,김광엽,"화08 ,09 ,10 ,11 ,12 [S21-4-138(92-138)]",3,농업생명환경대학,식품생명공학과,31,60,4.13
전공선택,2학년,6977005-01,유기화학,이준수,"월06 ,07 목03 [S21-4-143(92-143)]",3,농업생명환경대학,식품생명공학과,56,80,4.36
전공선택,2학년,6977045-01,식품물리물성학,정헌상,"수02 ,03 [S21-4-138(92-138)] 목02 [S21-4-131(92-131)]",3,농업생명환경대학,식품생명공학과,34,60,3.58
전공필수,3학년,6977012-01,식품가공학I,장금일,"화08 ,09 목03 [S21-4-131(92-131)]",3,농업생명환경대학,식품생명공학과,44,60,4.2
전공필수,3학년,6977014-01,식품화학,이준수,"월08 ,09 [S21-4-138(92-138)] 화06 [S21-4-131(92-131)]",3,농업생명환경대학,식품생명공학과,43,60,4.64
전공선택,3학년,6977016-01,식품분자생물학,김태집,"월06 수01 ,02 [S21-4-131(92-131)]",3,농업생명환경대학,식품생명공학과,39,60,4.09
전공선택,3학년,6977017-01,식품효소공학,한남수,"화01 ,02 수03 [S21-4-131(92-131)]",3,농업생명환경대학,식품생명공학과,44,60,4.44
전공필수,3학년,6977019-01,식품가공학실험,장금일,"수06 ,07 ,08 ,09 ,10 [S21-5-320(91-320)]",3,농업생명환경대학,식품생명공학과,43,50,4.5
전공선택,3학년,6977046-01,식품공정공학,정헌상,"화07 [S21-4-131(92-131)] 목06 ,07 [S21-4-138(92-138)]",3,농업생명환경대학,식품생명공학과,34,60,3.5
전공선택,4학년,6977023-01,기능성식품학,이준수,"화03 [S21-4-138(92-138)] 목06 ,07 [S21-4-131(92-131)]",3,농업생명환경대학,식품생명공학과,27,60,5
전공필수,4학년,6977027-01,발효공학실험,배재한,"월06 ,07 ,08 ,09 ,10 [S21-5-320(91-320)]",3,농업생명환경대학,식품생명공학과,33,50,5
전공필수,4학년,6977028-01,식품생명공학실험,김태집,"화06 [S21-4-138(92-138)] 화07 ,08 ,09 ,10 [S21-4-220(92-220)]",3,농업생명환경대학,식품생명공학과,31,40,5
전공선택,4학년,6977031-01,식품산업경영,"김광엽, 김태집, 이준수, 장금일, 정헌상, 한남수","금06 ,07 ,08 ,09 [S21-4-131(92-131)]",2,농업생명환경대학,식품생명공학과,19,60,4.75
전공필수,1학년,6973041-01,원예학개론,조주성,"수06 목08 ,09 [S21-4-110(92-110)]",3,농업생명환경대학,원예과학과,47,50,0
전공선택,2학년,6973007-01,자원식물학,장보국,"수07 ,08 ,09 [S21-4-110(92-110)]",3,농업생명환경대학,원예과학과,33,50,0
전공필수,2학년,6973008-01,식물생리학,오명민,"월01 ,02 화01 [S21-4-110(92-110)]",3,농업생명환경대학,원예과학과,28,50,3.63
전공선택,2학년,6973015-01,원예번식학및실습,조주성,"화02 ,03 [S21-4-110(92-110)] 수02 ,03 [S21-20(101-103)]",3,농업생명환경대학,원예과학과,22,50,5
전공선택,2학년,6973056-01,도시원예학,박봉주,"화05 ,06 ,07 [S21-4-110(92-110)]",3,농업생명환경대학,원예과학과,27,50,0
전공필수,3학년,6973014-01,원예연구및실습Ⅰ(캡스톤디자인),조주성,"화06 ,07 ,08 ,09 [S21-4-113(92-113)]",3,농업생명환경대학,원예과학과,26,50,0
전공필수,3학년,6973016-01,조경학,박봉주,"월05 ,06 ,07 [S21-4-113(92-113)]",3,농업생명환경대학,원예과학과,32,50,1
전공선택,3학년,6973019-01,식물생명공학,박소영,"월08 ,09 화01 [S21-4-113(92-113)]",3,농업생명환경대학,원예과학과,23,50,4
전공필수,3학년,6973044-01,채소원예학및실습,오명민,"화02 ,03 [S21-4-113(92-113)] 목06 ,07 [S21-4-110(92-110)]",3,농업생명환경대학,원예과학과,24,50,0
전공필수,3학년,6973059-01,식물유전학,김대일,"월02 ,03 [S21-4-113(92-113)] 수03 [S21-4-110(92-110)]",3,농업생명환경대학,원예과학과,25,50,5
전공선택,4학년,6973020-01,환경원예학,오세원,"목01 ,02 ,03 [S21-4-113(92-113)]",3,농업생명환경대학,원예과학과,5,50,0
전공필수,4학년,6973045-01,과수원예학및실습,김대일,"월08 ,09 [S21-4-110(92-110)] 수05 ,06 [S21-4-113(92-113)]",3,농업생명환경대학,원예과학과,17,50,0
전공선택,4학년,6973046-01,수경재배와식물공장(캡스톤디자인),오명민,"월06 ,07 [S21-4-110(92-110)] 수03 [S21-4-113(92-113)]",3,농업생명환경대학,원예과학과,14,50,0
전공필수,4학년,6973061-01,가든디자인(캡스톤디자인),김승민,"목05 ,06 ,07 ,08 ,09 [S21-4-113(92-113)]",3,농업생명환경대학,원예과학과,18,50,0
전공선택,4학년,6973062-01,식물분자생물학,박소영,"월03 화08 ,09 [S21-4-110(92-110)]",3,농업생명환경대학,원예과학과,8,50,4
전공선택,1학년,6970067-01,농업농촌창의공학입문,윤성수,"월02 ,03 수08 ,09 [S21-4-134(92-134)]",3,농업생명환경대학,지역건설공학과,30,50,4.5
전공선택,1학년,6970722-01,농촌관광 및 지역개발학 입문,엄성준,"토11 ,12 ,13 [S21-4-143(92-143)]",3,농업생명환경대학,지역건설공학과,1,50,0
전공필수,2학년,6970001-01,측량학 및 실습,이상현,"수07 ,08 ,09 [S21-4-143(92-143)] 목02 ,03 [S21-4-134(92-134)]",3,농업생명환경대학,지역건설공학과,30,50,0
전공선택,2학년,6970003-01,정역학및연습,윤성수,"월06 ,07 수02 ,03 [S21-4-134(92-134)]",3,농업생명환경대학,지역건설공학과,30,50,0
전공선택,2학년,6970004-01,컴퓨터제도학,맹승진,"수05 ,06 목06 ,07 [S21-4-220(92-220)]",3,농업생명환경대학,지역건설공학과,27,40,0
전공선택,2학년,6970005-01,공업수학,김상욱,"목10 ,11 ,12 [S21-4-116(92-116)]",3,농업생명환경대학,지역건설공학과,35,50,0
전공선택,2학년,6970007-01,건설지질학,김명환,"월03 [S21-4-138(92-138)] 금07 ,08 [S21-4-116(92-116)]",3,농업생명환경대학,지역건설공학과,33,50,0
전공선택,2학년,6970712-01,농업농촌지리학,엄성준,"토08 ,09 ,10 [S21-4-134(92-134)]",3,농업생명환경대학,지역건설공학과,0,50,0
전공선택,2학년,6970714-01,농촌마케팅관리학,조성걸,"금11 ,12 ,13 [S21-4-134(92-134)]",3,농업생명환경대학,지역건설공학과,1,50,0
전공선택,2학년,6970724-01,농촌공간 및 농촌경관,황성기,"토01 ,02 ,03 [S21-4-134(92-134)]",3,농업생명환경대학,지역건설공학과,0,50,0
전공선택,2학년,6970725-01,농촌관광개발관리,정상숙,"토11 ,12 ,13 [S21-4-134(92-134)]",3,농업생명환경대학,지역건설공학과,0,50,0
