강의구분,수강학년,과목코드,과목명,교수명,수업시간,학점,,강의평점,수강인원,수강정원
전공선택,2학년,6965004-01,재배학원론,우선희,"월02 ,03 수06 [S21-5-430(91-430)]",3,,,36,50
전공선택,2학년,6965006-01,유기화학,경기성,"화08 수07 ,08 [S21-5-430(91-430)]",3,,,34,50
전공필수,2학년,6965014-01,분자생물학,김미선,"목05 ,06 ,07 [S21-5-430(91-430)]",3,,,48,50
전공선택,2학년,6965060-01,친환경농업,우선희,"화02 수02 ,03 [S21-5-428B(91-428B)]",3,,,33,40
전공필수,3학년,6965015-01,수도작 및 실습,성좌경,"화07 ,08 ,09 [S21-5-330(91-330)] 수05 ,06 [S21-5-132(91-132)]",4,,,27,40
전공필수,3학년,6965017-01,작물유전공학 및 실험,김미선,"월07 ,08 ,09 화02 ,03 [S21-5-430(91-430)]",4,,,25,50
전공필수,3학년,6965042-01,육종학 및 실습,소윤섭,"월02 ,03 수07 ,08 ,09 [S21-5-132(91-132)]",3,,,23,40
전공선택,3학년,6965054-01,글로벌 농생명산업,황태영,"목01 ,02 ,03 [S21-5-430(91-430)]",3,,,26,50
전공선택,4학년,6965025-01,사료작물학및실습,황태영,"월07 ,08 ,09 수02 ,03 [S21-5-132(91-132)]",4,,,0,50
전공필수,4학년,6965027-01,농학연습II,우선희,"월05 ,06 [S21-5-430(91-430)]",1,,,26,50
전공선택,4학년,6965029-01,작물생태학,성좌경,"화01 ,02 ,03 [S21-5-132(91-132)]",3,,,10,50
전공선택,4학년,6965031-01,농업경영학,최낙거,"수05 ,06 ,07 [S21-5-428B(91-428B)]",3,,,16,50
전공선택,4학년,6965057-01,식물조직배양,황태영,"금01 ,02 ,03 [S21-5-430(91-430)]",3,,,19,50
전공선택,4학년,6965058-01,농촌지도론,최낙거,"목05 ,06 ,07 [S21-5-428B(91-428B)]",3,,,26,50
전공선택,1학년,6977001-01,식품생명과학개론,"김광엽, 김태집, 이준수, 장금일, 정헌상, 한남수","월01 ,02 ,03 [S21-4-131(92-131)]",3,,,41,60
전공필수,2학년,6977002-01,식품미생물학I,김광엽,"월08 ,09 화03 [S21-4-131(92-131)]",3,,,33,60
전공필수,2학년,6977003-01,식품미생물실험,김광엽,"화08 ,09 ,10 ,11 ,12 [S21-4-138(92-138)]",3,,,32,60
전공선택,2학년,6977005-01,유기화학,이준수,"월06 ,07 목03 [S21-4-143(92-143)]",3,,,57,80
전공선택,2학년,6977045-01,식품물리물성학,정헌상,"수02 ,03 [S21-4-138(92-138)] 목02 [S21-4-131(92-131)]",3,,,35,60
전공필수,3학년,6977012-01,식품가공학I,장금일,"화08 ,09 목03 [S21-4-131(92-131)]",3,,,44,60
전공필수,3학년,6977014-01,식품화학,이준수,"월08 ,09 [S21-4-138(92-138)] 화06 [S21-4-131(92-131)]",3,,,43,60
전공선택,3학년,6977016-01,식품분자생물학,김태집,"월06 수01 ,02 [S21-4-131(92-131)]",3,,,39,60
전공선택,3학년,6977017-01,식품효소공학,한남수,"화01 ,02 수03 [S21-4-131(92-131)]",3,,,44,60
전공필수,3학년,6977019-01,식품가공학실험,장금일,"수06 ,07 ,08 ,09 ,10 [S21-5-320(91-320)]",3,,,43,50
전공선택,3학년,6977046-01,식품공정공학,정헌상,"화07 [S21-4-131(92-131)] 목06 ,07 [S21-4-138(92-138)]",3,,,34,60
전공선택,4학년,6977023-01,기능성식품학,이준수,"화03 [S21-4-138(92-138)] 목06 ,07 [S21-4-131(92-131)]",3,,,27,60
전공필수,4학년,6977027-01,발효공학실험,배재한,"월06 ,07 ,08 ,09 ,10 [S21-5-320(91-320)]",3,,,33,50
전공필수,4학년,6977028-01,식품생명공학실험,김태집,"화06 [S21-4-138(92-138)] 화07 ,08 ,09 ,10 [S21-4-220(92-220)]",3,,,31,40
전공선택,4학년,6977031-01,식품산업경영,"김광엽, 김태집, 이준수, 장금일, 정헌상, 한남수","금06 ,07 ,08 ,09 [S21-4-131(92-131)]",2,,,19,60
전공필수,1학년,6973041-01,원예학개론,조주성,"수06 목08 ,09 [S21-4-110(92-110)]",3,,,47,50
전공선택,2학년,6973007-01,자원식물학,장보국,"수07 ,08 ,09 [S21-4-110(92-110)]",3,,,33,50
전공필수,2학년,6973008-01,식물생리학,오명민,"월01 ,02 화01 [S21-4-110(92-110)]",3,,,28,50
전공선택,2학년,6973015-01,원예번식학및실습,조주성,"화02 ,03 [S21-4-110(92-110)] 수02 ,03 [S21-20(101-103)]",3,,,22,50
전공선택,2학년,6973056-01,도시원예학,박봉주,"화05 ,06 ,07 [S21-4-110(92-110)]",3,,,27,50
전공필수,3학년,6973014-01,원예연구및실습Ⅰ(캡스톤디자인),조주성,"화06 ,07 ,08 ,09 [S21-4-113(92-113)]",3,,,26,50
전공필수,3학년,6973016-01,조경학,박봉주,"월05 ,06 ,07 [S21-4-113(92-113)]",3,,,32,50
전공선택,3학년,6973019-01,식물생명공학,박소영,"월08 ,09 화01 [S21-4-113(92-113)]",3,,,23,50
전공필수,3학년,6973044-01,채소원예학및실습,오명민,"화02 ,03 [S21-4-113(92-113)] 목06 ,07 [S21-4-110(92-110)]",3,,,24,50
전공필수,3학년,6973059-01,식물유전학,김대일,"월02 ,03 [S21-4-113(92-113)] 수03 [S21-4-110(92-110)]",3,,,25,50
전공선택,4학년,6973020-01,환경원예학,오세원,"목01 ,02 ,03 [S21-4-113(92-113)]",3,,,5,50
전공필수,4학년,6973045-01,과수원예학및실습,김대일,"월08 ,09 [S21-4-110(92-110)] 수05 ,06 [S21-4-113(92-113)]",3,,,17,50
전공선택,4학년,6973046-01,수경재배와식물공장(캡스톤디자인),오명민,"월06 ,07 [S21-4-110(92-110)] 수03 [S21-4-113(92-113)]",3,,,14,50
전공필수,4학년,6973061-01,가든디자인(캡스톤디자인),김승민,"목05 ,06 ,07 ,08 ,09 [S21-4-113(92-113)]",3,,,18,50
전공선택,4학년,6973062-01,식물분자생물학,박소영,"월03 화08 ,09 [S21-4-110(92-110)]",3,,,8,50
전공선택,1학년,6970067-01,농업농촌창의공학입문,윤성수,"월02 ,03 수08 ,09 [S21-4-134(92-134)]",3,,,30,50
전공선택,1학년,6970722-01,농촌관광 및 지역개발학 입문,엄성준,"토11 ,12 ,13 [S21-4-143(92-143)]",3,,,1,50
전공필수,2학년,6970001-01,측량학 및 실습,이상현,"수07 ,08 ,09 [S21-4-143(92-143)] 목02 ,03 [S21-4-134(92-134)]",3,,,30,50
전공선택,2학년,6970003-01,정역학및연습,윤성수,"월06 ,07 수02 ,03 [S21-4-134(92-134)]",3,,,30,50
전공선택,2학년,6970004-01,컴퓨터제도학,맹승진,"수05 ,06 목06 ,07 [S21-4-220(92-220)]",3,,,27,40
전공선택,2학년,6970005-01,공업수학,김상욱,"목10 ,11 ,12 [S21-4-116(92-116)]",3,,,35,50
전공선택,2학년,6970007-01,건설지질학,김명환,"월03 [S21-4-138(92-138)] 금07 ,08 [S21-4-116(92-116)]",3,,,33,50
전공선택,2학년,6970712-01,농업농촌지리학,엄성준,"토08 ,09 ,10 [S21-4-134(92-134)]",3,,,0,50
전공선택,2학년,6970714-01,농촌마케팅관리학,조성걸,"금11 ,12 ,13 [S21-4-134(92-134)]",3,,,1,50
전공선택,2학년,6970724-01,농촌공간 및 농촌경관,황성기,"토01 ,02 ,03 [S21-4-134(92-134)]",3,,,0,50
전공선택,2학년,6970725-01,농촌관광개발관리,정상숙,"토11 ,12 ,13 [S21-4-134(92-134)]",3,,,0,50
전공선택,2학년,6970726-01,농촌자원관리학,송이,"토05 ,06 ,07 [S21-4-134(92-134)]",3,,,0,50
전공필수,3학년,6970014-01,관개배수공학및실습,송철민,"금07 ,08 ,09 ,10 [S21-4-134(92-134)]",3,,,27,50
전공필수,3학년,6970015-01,수리학및실험,박종화,"월02 ,03 목06 ,07 [S21-4-116(92-116)]",3,,,31,50
전공필수,3학년,6970016-01,농업환경수문학및실습,맹승진,"화08 ,09 [S21-4-134(92-134)] 수02 ,03 [S21-4-116(92-116)]",3,,,33,50
전공필수,3학년,6970017-01,부정정구조물해석 및 설계,윤성수,"월08 ,09 수06 ,07 [S21-4-134(92-134)]",3,,,30,50
전공선택,3학년,6970026-01,시설환경제어공학,이상현,"화04 ,05 [S21-4-134(92-134)] 목09 [S21-4-116(92-116)]",3,,,34,50
전공선택,3학년,6970069-01,지반환경공학및실험,"김명환, 송창섭","월06 ,07 [S21-4-138(92-138)] 수08 ,09 [S21-4-116(92-116)]",3,,,29,50
전공선택,3학년,6970601-01,산림생태와 이용,정다영,"금11 ,12 ,13 [S21-4-138(92-138)]",3,,,2,60
전공선택,3학년,6970718-01,경관환경계획학,배승종,"토05 ,06 ,07 [S21-4-138(92-138)]",3,,,2,60
전공선택,3학년,6970731-01,농촌사회학,송이,"토08 ,09 ,10 [S21-4-138(92-138)]",3,,,2,60
전공선택,3학년,6970732-01,치유농업학,조성걸,"토11 ,12 ,13 [S21-4-138(92-138)]",3,,,2,60
전공선택,3학년,6970733-01,농촌환경생태학,정다영,"토01 ,02 ,03 [S21-4-138(92-138)]",3,,,2,60
전공필수,4학년,6970034-01,농지공학 및 설계,김명환,"월04 ,05 금05 ,06 [S21-4-134(92-134)]",3,,,32,50
전공선택,4학년,6970037-01,하천생태 및 수자원공학,박종화,"월06 ,07 [S21-4-116(92-116)] 목09 [S21-4-134(92-134)]",3,,,28,50
전공선택,4학년,6970040-01,지역방재공학,맹승진,"화06 ,07 [S21-4-134(92-134)] 목03 [S21-4-116(92-116)]",3,,,34,50
전공선택,4학년,6970602-01,작물자원이용,정상숙,"토08 ,09 ,10 [S21-4-116(92-116)]",3,,,0,50
전공선택,4학년,6970662-01,농촌관광경영현장세미나,황성기,"토05 ,06 ,07 [S21-4-116(92-116)]",3,,,0,50
전공선택,4학년,6970663-01,농촌개발현장세미나,배승종,"토01 ,02 ,03 [S21-4-116(92-116)]",3,,,0,80
전공선택,4학년,6970665-01,산림휴양현장세미나,반기민,"금11 ,12 ,13 [S21-4-116(92-116)]",3,,,0,80
전공선택,4학년,6970707-01,농촌방재현장세미나,이승욱,"토11 ,12 ,13 [S21-4-116(92-116)]",3,,,0,80
전공선택,4학년,6970711-01,농촌시설환경설계(캡스톤디자인),이상현,"화01 ,02 ,03 [S21-4-120(92-120)] 목06 ,07 ,08 [S21-4-134(92-134)]",3,,,17,40
전공필수,1학년,6974065-01,축산학개론,"김관석, 조진호, 최성호, 최정석, 최향순","화08 ,09 ,10 [S21-4-143(92-143)]",3,,,45,40
전공선택,2학년,6974011-01,축산식품미생물학,최정석,"월08 ,09 수09 [S21-5-415(91-415)]",3,,,21,50
전공필수,2학년,6974066-01,가축생리학,최향순,"월06 ,07 [S21-5-428A(91-428A)] 수01 [S21-5-420B(91-420B)]",3,,,35,40
전공필수,2학년,6974067-01,가축유전학,김관석,"화06 수02 ,03 [S21-5-420B(91-420B)]",3,,,34,40
전공선택,2학년,6974068-01,가축실험방법론,김재영,"목01 ,02 ,03 [S21-5-420B(91-420B)]",3,,,38,40
전공선택,2학년,6974087-01,산업곤충자원학 및 실습,"조성구, 최정석","월01 ,02 ,03 ,04 [S21-5-415(91-415)]",3,,,34,50
전공선택,2학년,6974089-01,동물생명화학의 기초,김관석,"화02 ,03 [S21-5-420B(91-420B)]",2,,,31,40
전공필수,3학년,6974013-01,가축영양학 및 연습,이병곤,"금06 ,07 ,08 ,09 [S21-5-420B(91-420B)]",3,,,38,40
전공필수,3학년,6974015-01,가축번식생리학,최향순,"월01 ,02 [S21-5-420B(91-420B)] 수06 [S21-5-415(91-415)]",3,,,38,40
전공선택,3학년,6974016-01,유가공학 및 실험,최정석,"화01 ,02 수07 ,08 [S21-5-415(91-415)]",3,,,36,50
전공필수,3학년,6974071-01,통계육종학 및 연습,서동원,"목06 ,07 ,08 ,09 [S21-5-415(91-415)]",3,,,41,50
전공선택,3학년,6974072-01,사료학 및 실습,이재규,"화06 ,07 ,08 ,09 [S21-5-415(91-415)]",3,,,34,50
전공선택,4학년,6974046-01,동물위생질병학,"강현구, 모인필, 이상명, 이완규, 현상환","월07 ,08 ,09 [S21-5-420B(91-420B)]",3,,,20,40
전공필수,4학년,6974077-01,양돈사양학,조진호,"월05 ,06 [S21-5-420B(91-420B)] 목05 [S21-5-415(91-415)]",3,,,32,50
전공필수,4학년,6974078-01,우학 및 실습,최성호,"수05 ,06 [S21-5-420B(91-420B)] 수07 ,08 [S21-4-220(92-220)]",3,,,29,40
전공선택,4학년,6974079-01,연구방법과 논문작성법Ⅰ(캡스톤디자인Ⅰ),"김관석, 조진호, 최성호, 최정석, 최향순","금01 ,02 ,03 ,04 [S21-5-420B(91-420B)]",2,,,19,40
전공필수,2학년,6966001-01,재배학원론,정종욱,"화07 ,08 ,09 [S21-4-210(92-210)]",3,,,24,50
전공필수,2학년,6966002-01,유기화학,임흥빈,"월02 ,03 목01 [S21-4-210(92-210)]",3,,,28,50
전공필수,2학년,6966054-01,식물생리학,이이,"화06 수06 ,07 [S21-4-210(92-210)]",3,,,26,50
전공필수,2학년,6966084-01,특용식물학개론,현태경,"월06 ,07 [S21-4-234(92-234)] 목03 [S21-4-210(92-210)]",3,,,26,44
전공선택,2학년,6966085-01,식물성분분석,임흥빈,"수01 ,02 목02 [S21-4-210(92-210)]",3,,,25,50
전공선택,2학년,6966086-01,식물생장조절론,조현우,"월08 ,09 목07 [S21-4-234(92-234)]",3,,,24,44
전공선택,3학년,6966018-01,식물유전공학및실험,이이,"월05 ,06 [S21-4-210(92-210)] 목01 ,02 [S21-4-110(92-110)]",3,,,6,50
전공필수,3학년,6966039-01,천연물화학,이문순,"화01 ,02 ,03 [S21-4-210(92-210)]",3,,,16,50
전공필수,3학년,6966083-01,특용식물효능론,현태경,"수02 ,03 목06 [S21-4-234(92-234)]",3,,,12,44
전공선택,3학년,6966088-01,특용식물형태학,조현우,"월02 ,03 수06 [S21-4-234(92-234)]",3,,,11,44
전공선택,3학년,6966090-01,현장실습,정종욱,"월08 ,09 [S21-3-313(504-313)]",1,,,9,40
전공필수,4학년,6966096-01,특용식물연구개발,이문순,"목01 ,02 ,03 [S21-4-234(92-234)]",3,,,19,44
전공필수,4학년,6966097-01,인삼생리발생학,조현우,"화06 ,07 ,08 ,09 [S21-4-234(92-234)]",3,,,22,44
전공선택,4학년,6966098-01,특용식물보호학,현태경,"수07 ,08 ,09 [S21-4-234(92-234)]",3,,,14,44
전공선택,4학년,6966100-01,캡스톤디자인,조현우,"화00 ,01 목08 ,09 [S21-3-313(504-313)]",2,,,0,40
전공필수,2학년,6976001-01,유기화학,경기성,"월06 ,07 화02 [S21-4-243(92-243)]",3,,,34,80
전공필수,2학년,6976004-01,토양미생물학,사동민,"금01 ,02 ,03 [S21-4-213(92-213)]",3,,,42,50
전공필수,2학년,6976009-01,분석화학,한광현,"월08 ,09 [S21-4-243(92-243)] 화09 [S21-4-213(92-213)]",3,,,43,50
전공필수,2학년,6976052-01,토양학,박진희,"수05 ,06 목01 [S21-4-243(92-243)]",3,,,35,80
전공필수,2학년,6976053-01,환경분석화학 및 미생물학실험,"정근욱, 한광현","월01 ,02 ,03 ,04 [S21-5-320(91-320)]",2,,,41,50
전공선택,2학년,6976056-01,농업정보와 컴퓨터응용,정근욱,"수07 ,08 ,09 ,10 [S21-4-120(92-120)]",3,,,18,40
전공필수,3학년,6976018-01,생화학실험,김영기,"수08 ,09 [S21-20(101-103)]",1,,,28,50
전공선택,3학년,6976019-01,미생물생태학,사동민,"화05 ,06 ,07 [S21-4-213(92-213)]",3,,,29,50
전공선택,3학년,6976020-01,재배학원론,성좌경,"수01 ,02 ,03 [S21-4-213(92-213)]",3,,,14,50
전공선택,3학년,6976021-01,방사선농학,경기성,"화03 목06 ,07 [S21-4-243(92-243)]",3,,,29,80
전공필수,3학년,6976023-01,농업환경화학,정근욱,"월06 ,07 화08 [S21-4-213(92-213)]",3,,,28,50
전공선택,3학년,6976027-01,기기분석,한광현,"화01 목08 ,09 [S21-4-243(92-243)]",3,,,20,80
전공필수,3학년,6976055-01,생화학,김영기,월02 화02 [S21-4-213(92-213)] 목02 [S21-4-243(92-243)],3,,,15,50
전공선택,4학년,6976031-01,농약화학,경기성,"월02 수02 ,03 [S21-4-243(92-243)]",3,,,25,80
전공선택,4학년,6976032-01,분자생물학,정근욱,"월05 [S21-4-213(92-213)] 화06 ,07 [S21-4-243(92-243)]",3,,,4,50
전공선택,4학년,6976033-01,생리생화학,김영기,월03 화03 [S21-4-213(92-213)] 목03 [S21-4-243(92-243)],3,,,15,50
전공선택,4학년,6976039-01,환경생태물리학,박진희,"화08 ,09 ,10 [S21-4-243(92-243)]",3,,,24,80
전공선택,4학년,6976059-01,토양비옥도론,박진희,"화05 [S21-4-243(92-243)] 수08 ,09 [S21-4-213(92-213)]",3,,,8,50
전공선택,2학년,8504001-01,방사광과학입문,신현준,"금07 ,08 ,09 [가상강의실1]",3,,,3,0
전공선택,3학년,8504003-01,연X-선 분광학,김기정,"금04 ,05 ,06 [가상강의실1]",3,,,0,0
전공선택,3학년,8504004-01,방사광재료과학,박대환,"수10 ,11 ,12 [가상강의실1]",3,,,4,0
전공선택,3학년,8504005-01,광학재료 특론,이연의,"토01 ,02 ,03 [가상강의실1]",3,,,1,0
전공선택,3학년,8504006-01,방사광현미경학,김동현,"목10 ,11 ,12 [가상강의실1]",3,,,7,0
전공선택,4학년,8504012-01,분광현미경학,유영상,"금01 ,02 ,03 [가상강의실1]",3,,,0,0
전공선택,4학년,8504013-01,방사광의 의생명 활용,박우윤,"금07 ,08 ,09 [가상강의실1]",3,,,0,0
전공선택,2학년,8501001-01,인체생리학 기초,김영철,"금03 ,04 [N14-105(56-105)]",2,,,8,0
전공선택,2학년,8501002-01,종양학,최중국,"토05 ,06 [가상강의실1]",2,,,20,0
전공선택,2학년,8501003-01,바이오약품분석학,미지정,"금07 ,08 [가상강의실1]",2,,,12,0
전공선택,2학년,8501006-01,생물약제학,신대환,"금05 ,06 [가상강의실1]",2,,,11,0
전공선택,3학년,8501014-01,생명과학법론,이필재,"토01 ,02 [가상강의실1]",2,,,1,0
전공선택,3학년,8501015-01,바이오헬스고등교육론,최승현,"금03 ,04 [가상강의실1]",2,,,0,0
전공선택,3학년,8501017-01,전임상기초연구론,이현직,"월10 ,11 [가상강의실1]",2,,,21,0
전공선택,3학년,8501018-01,감염관리,김경미,"토03 ,04 [가상강의실1]",2,,,8,0
전공선택,3학년,8501019-01,의약품제조관리학,미지정,"금05 ,06 [가상강의실1]",2,,,9,0
전공선택,4학년,8501027-01,약리학,윤재석,"수10 ,11 [가상강의실1]",2,,,19,0
전공선택,4학년,8501028-01,건강과 사회,박종혁,"금03 ,04 [가상강의실1]",2,,,0,0
전공선택,4학년,8501030-01,의약품품질보증학,미지정,"화10 ,11 [가상강의실1]",2,,,0,0
전공선택,3학년,8503012-01,유전자원학,정종욱,"목07 ,08 ,09 [S21-4-210(92-210)]",3,,,9,50
전공선택,4학년,8503025-01,식품저장학,장금일,"금01 ,02 ,03 [S21-4-131(92-131)]",3,,,41,60
전공선택,2학년,8502002-01,화장품소재분석화학,"강동우, 박대환","화10 ,11 ,12 [가상강의실1]",3,,,5,0
전공선택,4학년,8502023-01,화장품 상품기획 및 마케팅,한영주,"금01 ,02 ,03 [가상강의실1]",3,,,3,0
전공필수,1학년,7405012-01,교육철학,최승현,"수05 ,06 ,07 [E1-2-329 AI융합교육 강의실 및 실습실]",3,,,20,25
전공선택,1학년,7405239-01,교육과 인간,변호승,"화05 ,06 ,07 [E1-2-309(81-309)]",3,,,13,25
전공필수,2학년,7405007-01,교육사회학,김영철,"수06 ,07 ,08 [E1-2-309(81-309)]",3,,,18,25
전공선택,2학년,7405026-01,평생교육론,허효인,"수02 ,03 ,04 [E1-2-331(81-331)]",3,,,13,80
전공선택,2학년,7405030-01,한국교육사,서범종,"금02 ,03 ,04 [E1-2-309(81-309)]",3,,,16,25
전공선택,2학년,7405220-01,교육통계,길혜지,"화01 ,02 ,03 [E1-2-212(81-212)]",3,,,10,40
전공필수,2학년,7405236-01,교육심리학,장유진,"월06 ,07 ,08 [E1-2-327(81-327)]",3,,,20,35
전공선택,3학년,7405001-01,교육경제학,나민주,"월07 ,08 ,09 [E1-2-309(81-309)]",3,,,6,25
전공필수,3학년,7405005-01,교육과정론,김광민,"목01 ,02 ,03 [E1-2-309(81-309)]",3,,,18,25
전공선택,3학년,7405025-01,상담심리학,이종연,"금06 ,07 ,08 [E1-2-309(81-309)]",3,,,19,25
전공선택,3학년,7405051-01,평생교육프로그램개발론,허효인,"수06 ,07 ,08 [E1-2-331(81-331)]",3,,,8,80
전공선택,3학년,7405229-01,교육학교재연구 및 지도법,변호승,"화01 ,02 ,03 [E1-2-309(81-309)]",3,,,12,25
전공선택,4학년,7405049-01,특수교육학개론,박현주,"수02 ,03 ,04 [E1-2-126(81-126)]",3,,,13,12
전공선택,4학년,7405054-01,교사론과 교직실무,이길재,"수07 ,08 ,09 [N7-304]",3,,,10,12
전공선택,4학년,7405225-01,심리검사론,이재신,"금06 ,07 ,08 [E1-2-126(81-126)]",3,,,4,12
전공필수,1학년,7406013-01,국어학개론,김경열,"수02 ,03 목02 [E1-2-401(81-401)]",3,,,41,40
전공선택,1학년,7406617-01,AI 시대의 문학 교육,황지영,"수09 목08 ,09 [E1-2-409(81-409)]",3,,,27,40
전공필수,2학년,7406009-01,국어사,이규범,"월02 ,03 ,04 [E1-2-401(81-401)]",3,,,43,40
전공필수,2학년,7406045-01,현대시론및시교육론,최라영,"월06 ,07 ,08 [E1-2-409(81-409)]",3,,,23,40
전공선택,2학년,7406057-01,구비문학교육론,정충권,"화05 ,06 [E1-2-409(81-409)] 수06 [E1-2-401(81-401)]",3,,,17,40
전공선택,2학년,7406618-01,고전작가론 및 교육,하윤섭,"화08 ,09 목09 [E1-2-401(81-401)]",3,,,17,40
전공선택,3학년,7406040-01,중세국어문법교육론,이규범,"월05 ,06 ,07 [E1-2-401(81-401)]",3,,,21,40
전공필수,3학년,7406053-01,의사소통교육론,권태현,"화05 ,06 ,07 [E1-2-401(81-401)]",3,,,25,40
전공필수,3학년,7406061-01,현대문학사교육론,황지영,"화08 ,09 수08 [E1-2-409(81-409)]",3,,,24,40
전공선택,3학년,7406062-01,현대희곡교육론,이미순,"목05 ,06 ,07 [E1-2-409(81-409)]",3,,,18,40
전공선택,3학년,7406063-01,고전시가교육론I,하윤섭,"수06 ,07 [E1-2-409(81-409)] 목08 [E1-2-401(81-401)]",3,,,23,40
전공선택,4학년,7406015-01,국어학특강,김경열,"화02 ,03 목03 [E1-2-401(81-401)]",3,,,12,40
전공선택,4학년,7406041-01,고전산문강독,정충권,"화07 수02 ,03 [E1-2-409(81-409)]",3,,,15,40
전공필수,4학년,7406055-01,국어과교재연구및지도법,권태현,"수05 목06 ,07 [E1-2-401(81-401)]",3,,,29,40
전공선택,4학년,7406056-01,국어교수법특강,이덕우,"수07 ,08 ,09 [E1-2-401(81-401)]",3,,,19,40
전공선택,1학년,7445002-01,일반물리학및실험 I,이희정,"월07 ,08 [E1-2-315(81-315)] 화06 ,07 [E1-1-327(82-327)]",3,,,11,40
전공필수,1학년,7445003-01,물리교육자료제작 I,오원근,"화08 ,09 [E1-1-327(82-327)]",1,,,13,40
전공필수,2학년,7445007-01,역학 및 역학교육 I,오원근,"화07 목02 ,03 [E1-1-426(82-426)]",3,,,18,40
전공선택,2학년,7445011-01,수리물리학 I,양동석,"화05 ,06 목06 [E1-2-315(81-315)]",3,,,18,40
전공선택,2학년,7445055-01,중등물리실험 I,이인선,"수08 ,09 [E1-1-327(82-327)]",1,,,18,40
전공선택,2학년,7445058-01,과학과 교재연구 및 지도법 I,이인선,"수02 ,03 [E1-2-315(81-315)]",2,,,19,40
전공필수,3학년,7445028-01,물리학실험I,오원근,"수05 ,06 [E1-1-426(82-426)]",1,,,15,40
전공필수,3학년,7445043-01,현대물리학및현대물리학교육 I,이희정,"월09 목06 ,07 [E1-1-426(82-426)]",3,,,14,40
전공필수,3학년,7445044-01,전자기학및전자기학교육 I,양동석,"목08 금02 ,03 [E1-2-315(81-315)]",3,,,15,40
전공필수,3학년,7445054-01,과학교육론,이인선,"화02 ,03 ,08 [E1-2-315(81-315)]",3,,,22,40
전공선택,3학년,7445067-01,AI 융합 물리교육,오원근,"수02 ,03 목05 [AI융합교육 강의실 및 실습실]",3,,,0,21
전공선택,4학년,7445019-01,열 및 통계물리학,양동석,"화03 수02 ,03 [E1-1-426(82-426)]",3,,,11,40
전공선택,4학년,7445048-01,물리학연습 I,이희정,"화08 ,09 목08 ,09 [E1-1-426(82-426)]",3,,,5,40
전공선택,4학년,7445051-01,양자역학 I,이희정,"월05 ,06 목05 [E1-2-315(81-315)]",3,,,11,40
전공선택,1학년,7439056-01,인간과 행정,손경찬,"목06 ,07 ,08 [N18-112(64-112)]",3,,,44,166
전공선택,2학년,7439041-01,사회사상론,이재권,"금01 ,02 ,03 [N18-314(64-314)]",3,,,9,55
전공필수,2학년,7439043-01,일반사회교육론,오연주,"화05 ,06 ,07 [N18-314(64-314)]",3,,,19,55
전공필수,2학년,7439066-01,시장경제의 이해,조택희,"월05 ,06 ,07 [N18-109(64-109)]",3,,,21,50
전공선택,3학년,7439035-01,국제관계론,,,3,,,1,0
전공선택,3학년,7439049-01,현대사회와 사상,이재권,"목01 ,02 ,03 [N18-314(64-314)]",3,,,9,55
전공필수,3학년,7439059-01,사회과 교재연구 및 지도법,오연주,"수05 ,06 ,07 [N18-314(64-314)]",3,,,18,55
전공선택,3학년,7439062-01,사적생활과 법,손경찬,"월07 ,08 ,09 [N18-112(64-112)]",3,,,17,166
전공선택,3학년,7439068-01,경제원리와 시민생활,조택희,"화05 ,06 ,07 [N18-109(64-109)]",3,,,17,50
전공선택,4학년,7439004-01,경제학특강,조택희,"금05 ,06 ,07 [N18-109(64-109)]",3,,,12,50
전공필수,4학년,7439030-01,문화인류학원론,이재권,"수01 ,02 ,03 [N18-314(64-314)]",3,,,15,55
전공필수,4학년,7439060-01,사회과 논리 및 논술,오연주,"목05 ,06 ,07 [N18-314(64-314)]",3,,,13,55
전공선택,4학년,7439064-01,근대사상,이재권,,3,,,1,0
전공선택,4학년,7439073-01,법사상과 법생활,손경찬,"월04 ,05 ,06 [N18-112(64-112)]",3,,,11,166
전공필수,전학년,7439075-01,정치학의 이해,윤혜영,"수02 ,03 ,04 [N18-109(64-109)]",3,,,22,50
전공선택,전학년,7439077-01,정치학 특강,,,3,,,1,0
전공선택,전학년,7439078-01,AI를 활용한 사회조사방법론,박혜경,"목02 ,03 [N18-109(64-109)] 목04 [N18-314(64-314)]",3,,,20,50
전공선택,1학년,7447001-01,일반생물학및실험I,강상순,"월01 목05 ,06 [E1-2-405(81-405)] 목07 ,08 [E1-1-241(82-241)]",4,,,19,30
전공선택,2학년,7447006-01,생화학,김대재,"월06 수05 ,06 [E1-2-405(81-405)]",3,,,14,35
전공필수,2학년,7447012-01,세포학및실험,이재권,"화07 [E1-2-405(81-405)] 화08 ,09 [E1-1-335(82-335)] 수01 ,02 [E1-2-405(81-405)]",4,,,15,20
전공선택,2학년,7447071-01,생명과학교육론,신세인,"월07 ,08 ,09 [E1-2-212(81-212)]",3,,,15,40
전공선택,2학년,7447077-01,생명과학과 논리 및 논술,이준상,"화03 ,04 ,05 [E1-2-405(81-405)]",3,,,24,35
전공필수,3학년,7447003-01,동물생리학,강상순,"월08 ,09 [E1-2-405(81-405)] 화03 [E1-2-134(81-134)]",3,,,18,35
전공선택,3학년,7447005-01,생태학,이준상,"금02 ,03 ,04 [E1-2-405(81-405)]",3,,,16,35
전공필수,3학년,7447081-01,식물생리학,이준상,"월02 ,03 ,04 [E1-2-405(81-405)]",3,,,17,35
